pdb,antigen,Hchain,Lchain,antigen_chain,nb,date,res,antigen_name
7L09,RBD,M,K,A|E|F|H,False,2020/12/11,3.1,Spike glycoprotein|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-D-mannopyranose-(1-2)-alpha-D-mannopyranose-(1-6)-[beta-D-mannopyranose-(1-3)]alpha-D-mannopyranose-(1-6)-[beta-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2G12 heavy chain
7L2E,RBD,G,J,B|X,False,2020/12/16,2.97,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7L2E,RBD,I,K,C|f,False,2020/12/16,2.97,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7L2E,RBD,H,L,A|P,False,2020/12/16,2.97,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7L3N,RBD,D,E,B|C,False,2020/12/18,3.27,Spike glycoprotein
7DPM,RBD,D,E,F,False,2020/12/20,3.304,Spike protein S1
7DPM,RBD,A,B,C,False,2020/12/20,3.304,Spike protein S1
7DPM,RBD,J,K,L,False,2020/12/20,3.304,Spike protein S1
7DPM,RBD,G,H,I,False,2020/12/20,3.304,Spike protein S1
7L5B,RBD,H,L,A,False,2020/12/21,3.18,Spike protein S1
7BEL,RBD,E,F,I|X,False,2020/12/23,2.53,alpha-D-mannopyranose-(1-3)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7BEL,RBD,C,D,N|X,False,2020/12/23,2.53,ACETATE ION|Spike glycoprotein
7BEL,RBD,A,B,J|R,False,2020/12/23,2.53,ACETATE ION|Spike glycoprotein
7BEK,RBD,H,L,B|D|E|I|S,False,2020/12/23,2.04,"DI(HYDROXYETHYL)ETHER|SULFATE ION|Spike glycoprotein|CHLORIDE ION|2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL"
7BEI,RBD,H,L,B|D|E|I|K,False,2020/12/23,2.3,NITRATE ION|CHLORIDE ION|Spike glycoprotein
7BEH,RBD,H,L,B|E,False,2020/12/23,2.3,2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7BEL,RBD,H,L,G|R,False,2020/12/23,2.53,alpha-D-mannopyranose-(1-3)-alpha-D-mannopyranose-(1-6)-[alpha-D-mannopyranose-(1-3)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7BEJ,RBD,H,L,E|G,False,2020/12/23,2.42,Spike glycoprotein|FORMIC ACID
7BEP,RBD,D,F,AA|AB|C|T|U|V,False,2020/12/24,2.61,CHLORIDE ION|GLYCINE|Spike glycoprotein|GLUTAMIC ACID
7BEO,RBD,E,F,C|O|X|Y|Z,False,2020/12/24,3.19,COVOX-253H55L heavy chain|ACETATE ION|Spike glycoprotein
7BEM,RBD,H,L,B|E|F|M,False,2020/12/24,2.52,GLYCEROL|Spike glycoprotein|PHOSPHATE ION|PROLINE
7BEN,RBD,A,B,AG|AH|AK|E|H|P|W|X,False,2020/12/24,2.5,IMIDAZOLE|GLYCEROL|BROMIDE ION|Spike glycoprotein|COVOX-253 heavy chain
7BEN,RBD,D,F,AC|C|G|K|R|U,False,2020/12/24,2.5,BROMIDE ION|Spike glycoprotein|COVOX-75 heavy chain|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|GLYCEROL
7BEN,RBD,G,I,AC|AM|C|D|Y|Z,False,2020/12/24,2.5,BROMIDE ION|Spike glycoprotein|COVOX-253 heavy chain
7BEN,RBD,H,L,A|E|J|O|P|Q,False,2020/12/24,2.5,COVOX-75 heavy chain|Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|GLYCEROL|BROMIDE ION
7BEO,RBD,A,B,H|N|R|V,False,2020/12/24,3.19,COVOX-253H55L heavy chain|GLYCEROL|Spike glycoprotein|ACETATE ION
7BEO,RBD,C,D,E|J|O|P|S|T|X,False,2020/12/24,3.19,COVOX-75 heavy chain|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|ACETATE ION|CHLORIDE ION|Spike glycoprotein
7BEP,RBD,A,B,E|P|Q|R|S|X|Y,False,2020/12/24,2.61,Spike glycoprotein|CHLORIDE ION|GLUTAMIC ACID|GLYCINE
7BEO,RBD,H,L,A|G|N|Q|R,False,2020/12/24,3.19,COVOX-75 heavy chain|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|GLYCEROL|ACETATE ION|Spike glycoprotein
7BEP,RBD,H,L,AD|AE|AH|AN|E|J|M,False,2020/12/24,2.61,IMIDAZOLE|GLYCEROL|GLYCINE|Spike glycoprotein|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7BEP,RBD,G,I,AI|AK|AL|AM|AP|C|K|N,False,2020/12/24,2.61,IMIDAZOLE|GLYCINE|GLYCEROL|CHLORIDE ION|Spike glycoprotein|alpha-D-mannopyranose-(1-3)-[alpha-D-mannopyranose-(1-6)]beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7L7E,RBD,C,D,T|b,False,2020/12/28,3.0,heavy chain of human monoclonal antibody AZD8895|Spike protein S1
7L7E,RBD,E,F,A|G,False,2020/12/28,3.0,heavy chain of human monoclonal antibody AZD8895|Spike protein S1
7L7D,RBD,H,L,B|E,False,2020/12/28,2.5,GLYCEROL|Spike protein S1
7L7E,RBD,H,L,N|R|S|Z,False,2020/12/28,3.0,light chain of human monoclonal antibody Fab AZD1061|PHOSPHATE ION|Spike protein S1
7L7E,RBD,A,B,F|G|Q|X,False,2020/12/28,3.0,light chain of human monoclonal antibody Fab AZD1061|Spike protein S1|PHOSPHATE ION
7L7E,RBD,I,J,K|P|V|Y,False,2020/12/28,3.0,Spike protein S1|light chain of human monoclonal antibody Fab AZD1061|PHOSPHATE ION
7L7E,RBD,M,N,H|S,False,2020/12/28,3.0,heavy chain of human monoclonal antibody AZD8895|Spike protein S1
7L7E,RBD,T,U,AA|D|W|b,False,2020/12/28,3.0,PHOSPHATE ION|light chain of human monoclonal antibody Fab AZD1061|Spike protein S1
7L7E,RBD,O,P,I|K,False,2020/12/28,3.0,heavy chain of human monoclonal antibody AZD8895|Spike protein S1
7LAA,RBD,H,L,A,False,2021/01/06,3.42,Spike glycoprotein
7LAB,RBD,H,L,AR|C,False,2021/01/06,2.97,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LAB,RBD,T,S,A|V,False,2021/01/06,2.97,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7LAB,RBD,Y,X,AQ|B,False,2021/01/06,2.97,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LCN,RBD,M,S,K,False,2021/01/11,3.35,Spike glycoprotein
7LCN,RBD,B,D,A,False,2021/01/11,3.35,Spike glycoprotein
7LCN,RBD,H,L,C,False,2021/01/11,3.35,Spike glycoprotein
7LD1,RBD,P,O,A,False,2021/01/12,3.4,Spike glycoprotein
7LD1,RBD,M,N,C,False,2021/01/12,3.4,Spike glycoprotein
7LD1,RBD,H,L,B,False,2021/01/12,3.4,Spike glycoprotein
7LDJ,RBD,H,nan,D,True,2021/01/13,2.36,Spike glycoprotein
7LDJ,RBD,E,nan,B,True,2021/01/13,2.36,Spike glycoprotein
7LDJ,RBD,F,nan,A,True,2021/01/13,2.36,Spike glycoprotein
7LDJ,RBD,G,nan,C,True,2021/01/13,2.36,Spike glycoprotein
7NDA,RBD,H,L,A|C|T,False,2021/01/30,3.3,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7ND9,RBD,H,L,B|P,False,2021/01/30,2.8,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7ND8,RBD,H,L,B,False,2021/01/30,3.5,Spike glycoprotein
7ND5,RBD,H,L,B,False,2021/01/30,3.4,Spike glycoprotein
7NEH,RBD,H,L,B|C|D|E|F|G|J|Y,False,2021/02/04,1.77,"1,2-ETHANEDIOL|Spike glycoprotein|NITRATE ION"
7E23,RBD,B,C,A,False,2021/02/04,3.3,Spike protein S1
7LM8,RBD,M,N,A|B|F|G|P|Q|R,False,2021/02/05,1.936,"Spike protein S1|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|1,2-ETHANEDIOL"
7LM8,RBD,H,L,A|C|E|J,False,2021/02/05,1.936,"Spike protein S1|1,2-ETHANEDIOL"
7E3O,RBD,H,L,R,False,2021/02/09,2.51,Spike protein S1
7LOP,RBD,B,C,A,False,2021/02/10,2.246,Spike protein S1
7LOP,RBD,H,L,A,False,2021/02/10,2.246,Spike protein S1
7LOP,RBD,X,Y,Z,False,2021/02/10,2.246,Spike protein S1
7LOP,RBD,W,V,Z,False,2021/02/10,2.246,Spike protein S1
7LQ7,RBD,F,G,E,False,2021/02/13,3.4,Spike protein S1
7LQ7,RBD,H,L,A|Q,False,2021/02/13,3.4,Spike protein S1|COVA1-16 light chain
7LQ7,RBD,P,Q,A,False,2021/02/13,3.4,Spike protein S1
7LQ7,RBD,T,U,B|H,False,2021/02/13,3.4,Spike protein S1|CV503 heavy chain
7LQ7,RBD,y,z,E,False,2021/02/13,3.4,Spike protein S1
7LQ7,RBD,C,D,B,False,2021/02/13,3.4,Spike protein S1
7LQV,RBD,H,L,A|E,False,2021/02/15,3.25,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7LQV,RBD,W,X,B,False,2021/02/15,3.25,Spike glycoprotein
7LQV,RBD,Y,Z,C,False,2021/02/15,3.25,Spike glycoprotein
7LS9,RBD,D,F,B|L|P,False,2021/02/17,3.42,Spike glycoprotein|1-57 Fab light chain|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7LS9,RBD,E,G,C|F|I,False,2021/02/17,3.42,Spike glycoprotein|1-57 Fab light chain|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7LS9,RBD,H,L,A|G|K,False,2021/02/17,3.42,Spike glycoprotein|1-57 Fab light chain|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7NKT,RBD,BBB,nan,AAA|C|D|E,True,2021/02/18,2.3,Spike protein S1|DI(HYDROXYETHYL)ETHER
7E5O,RBD,H,L,A,False,2021/02/19,2.8,Spike protein S1
7NLL,RBD,C,nan,B,True,2021/02/22,2.89,Spike protein S1
7NLL,RBD,A,nan,D,True,2021/02/22,2.89,Spike protein S1
7NP1,RBD,K,O,D,False,2021/02/26,2.8,Spike protein S1
7NP1,RBD,H,L,A,False,2021/02/26,2.8,Spike protein S1
7NP1,RBD,I,M,B,False,2021/02/26,2.8,Spike protein S1
7NP1,RBD,J,N,C,False,2021/02/26,2.8,Spike protein S1
7E7X,RBD,H,L,A,False,2021/02/28,2.78,Spike protein S1
7E7Y,RBD,A,B,R,False,2021/02/28,2.41,Spike protein S1
7E7Y,RBD,C,D,E,False,2021/02/28,2.41,Spike protein S1
7E7X,RBD,M,N,B,False,2021/02/28,2.78,Spike protein S1
7E88,RBD,G,H,I,False,2021/03/01,3.14,Spike protein S1
7E8F,RBD,H,L,A,False,2021/03/01,3.18,Spike protein S1
7E8F,RBD,D,E,R,False,2021/03/01,3.18,Spike protein S1
7E8F,RBD,C,B,H|R,False,2021/03/01,3.18,N9 H|Spike protein S1
7E8C,RBD,T,V,B,False,2021/03/01,3.16,Spike glycoprotein
7E8C,RBD,S,U,C,False,2021/03/01,3.16,Spike glycoprotein
7E8C,RBD,O,Q,A,False,2021/03/01,3.16,Spike glycoprotein
7E88,RBD,J,K,L,False,2021/03/01,3.14,Spike protein S1
7E8C,RBD,N,P,B,False,2021/03/01,3.16,Spike glycoprotein
7E8C,RBD,K,I,B|S,False,2021/03/01,3.16,Spike glycoprotein|N9 H
7E8C,RBD,H,L,A,False,2021/03/01,3.16,Spike glycoprotein
7E8C,RBD,D,E,C,False,2021/03/01,3.16,Spike glycoprotein
7E86,RBD,A,B,C,False,2021/03/01,2.9,Spike protein S1
7E88,RBD,A,B,C,False,2021/03/01,3.14,Spike protein S1
7E88,RBD,D,E,F,False,2021/03/01,3.14,Spike protein S1
7E8C,RBD,M,J,A|T,False,2021/03/01,3.16,Spike glycoprotein|N9 H
7E8C,RBD,a,Z,C|H,False,2021/03/01,3.16,Spike glycoprotein|N9 H
7E8M,RBD,H,L,E,False,2021/03/02,2.09,Spike protein S1
7LX5,RBD,A,nan,B,True,2021/03/03,3.44,Spike glycoprotein
7LX5,RBD,C,nan,B,True,2021/03/03,3.44,Spike glycoprotein
7E9O,RBD,Y,X,C,False,2021/03/04,3.41,Spike glycoprotein
7E9O,RBD,P,O,B,False,2021/03/04,3.41,Spike glycoprotein
7E9O,RBD,H,L,A,False,2021/03/04,3.41,Spike glycoprotein
7LY2,RBD,G,I,AN|B,False,2021/03/05,2.5,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LY2,RBD,F,C,A|B|P,False,2021/03/05,2.5,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LY2,RBD,E,D,A|J|V,False,2021/03/05,2.5,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LY0,RBD,H,L,A|B,False,2021/03/05,2.6,Spike glycoprotein|alpha-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,N,O,K|c|d,False,2021/03/05,2.6,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,M,L,B|K|U,False,2021/03/05,2.6,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,H,J,A|S|T,False,2021/03/05,2.6,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,G,I,B|X|Y,False,2021/03/05,2.6,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,F,C,A|B|P,False,2021/03/05,2.6,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXY,RBD,N,O,BC|J,False,2021/03/05,2.2,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LXY,RBD,M,K,B|J|S,False,2021/03/05,2.2,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXY,RBD,E,D,A|J|V,False,2021/03/05,2.2,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXW,RBD,H,L,A|B,False,2021/03/05,2.8,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXY,RBD,F,C,A|B|P,False,2021/03/05,2.2,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXY,RBD,G,I,AN|B,False,2021/03/05,2.2,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LXY,RBD,H,L,A|Y,False,2021/03/05,2.2,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7LXZ,RBD,E,D,A|K|Z,False,2021/03/05,2.6,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LXX,RBD,H,L,A|B,False,2021/03/05,3.0,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LY2,RBD,M,K,B|J|S,False,2021/03/05,2.5,Spike glycoprotein|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7LY2,RBD,N,O,BC|J,False,2021/03/05,2.5,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7LY3,RBD,F,E,B|L|N|Z,False,2021/03/05,3.0,Spike protein S1|alpha-D-mannopyranose-(1-6)-beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|alpha-L-fucopyranose-(1-6)-2-acetamido-2-deoxy-beta-D-glucopyranose|SULFATE ION
7LY3,RBD,D,C,A|G|Q|Y,False,2021/03/05,3.0,Spike protein S1|beta-D-mannopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose|2-acetamido-2-deoxy-beta-D-glucopyranose|SULFATE ION
7LY2,RBD,H,L,A|Y,False,2021/03/05,2.5,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7EAN,RBD,H,L,A,False,2021/03/07,1.91,Spike protein S1
7EAM,RBD,H,L,A,False,2021/03/07,1.4,Spike protein S1
7EAM,RBD,C,D,B,False,2021/03/07,1.4,Spike protein S1
7NX6,RBD,H,L,C|D|E,False,2021/03/17,2.25,CHLORIDE ION|Spike protein S1
7NX7,RBD,A,B,E|J|K|X,False,2021/03/17,2.3,Spike protein S1|GLYCEROL|SULFATE ION|CITRIC ACID
7NX7,RBD,H,L,E,False,2021/03/17,2.3,Spike protein S1
7NX8,RBD,A,B,AD|AF|E|J|K|P|V,False,2021/03/17,1.95,CHLORIDE ION|Spike protein S1|GLYCEROL|SULFATE ION
7NXB,RBD,A,B,D|E|G|N,False,2021/03/17,2.67,SULFATE ION|Spike protein S1|GLYCEROL
7NX8,RBD,H,L,E,False,2021/03/17,1.95,Spike protein S1
7NX9,RBD,A,B,E|F|K|M,False,2021/03/17,2.4,Spike protein S1|SULFATE ION|GLYCEROL
7NX9,RBD,H,L,C|D|E,False,2021/03/17,2.4,SULFATE ION|Spike protein S1
7NXA,RBD,A,B,E|J|R|U|W,False,2021/03/17,2.5,Spike protein S1|SULFATE ION|DI(HYDROXYETHYL)ETHER
7NXA,RBD,H,L,D|E,False,2021/03/17,2.5,SULFATE ION|Spike protein S1
7NX6,RBD,A,B,E|I|J|N|S|Y,False,2021/03/17,2.25,Spike protein S1|CHLORIDE ION|SULFATE ION|GLYCEROL
7NXB,RBD,H,L,C|E,False,2021/03/17,2.67,SULFATE ION|Spike protein S1
7M3I,RBD,H,L,R,False,2021/03/18,2.8,Spike protein S1
7M3I,RBD,A,B,C,False,2021/03/18,2.8,Spike protein S1
7M42,RBD,D,C,E,False,2021/03/19,3.3,Spike protein S1
7M42,RBD,B,A,E,False,2021/03/19,3.3,Spike protein S1
7M6E,RBD,H,L,A|E|U,False,2021/03/25,3.3,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose
7M6E,RBD,D,C,AP|B|E,False,2021/03/25,3.3,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7M6D,RBD,H,L,C,False,2021/03/25,3.1,Spike protein S1
7M6D,RBD,A,B,C,False,2021/03/25,3.1,Spike protein S1
7M6E,RBD,F,G,A|B|I,False,2021/03/25,3.3,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7M71,RBD,H,L,A|B,False,2021/03/26,2.66,Spike glycoprotein
7M7B,RBD,H,L,A,False,2021/03/27,2.95,Spike glycoprotein
7M7W,RBD,A,B,S,False,2021/03/29,2.65,Spike protein S1
7M7W,RBD,C,D,S,False,2021/03/29,2.65,Spike protein S1
7M8J,RBD,H,L,A,False,2021/03/29,3.48,Spike protein S1
7M7W,RBD,H,L,R,False,2021/03/29,2.65,Spike protein S1
7M7W,RBD,E,F,R,False,2021/03/29,2.65,Spike protein S1
7EJ5,RBD,I,M,B,False,2021/04/01,3.5,Spike glycoprotein
7EJ5,RBD,J,N,C,False,2021/04/01,3.5,Spike glycoprotein
7EJ5,RBD,H,L,A,False,2021/04/01,3.5,Spike glycoprotein
7EJY,RBD,H,L,R,False,2021/04/03,3.04,Spike protein S1
7EK0,RBD,H,L,R,False,2021/04/03,2.7,Spike protein S1
7MF1,RBD,H,L,A|B,False,2021/04/08,2.092,Spike protein S1|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-[alpha-L-fucopyranose-(1-6)]2-acetamido-2-deoxy-beta-D-glucopyranose
7MFU,RBD,C,nan,A|B|L|M,True,2021/04/11,1.7,"Spike protein S1|Synthetic Nanobody #14 (Sb14)|1,2-ETHANEDIOL|GLYCEROL"
7MFU,RBD,B,nan,A|C|J,True,2021/04/11,1.7,"Spike protein S1|Synthetic nanobody #68 (Sb68)|1,2-ETHANEDIOL"
7MFU,RBD,E,nan,D|F|I,True,2021/04/11,1.7,"Spike protein S1|Synthetic nanobody #68 (Sb68)|1,2-ETHANEDIOL"
7MFU,RBD,F,nan,D|E|H|N|O,True,2021/04/11,1.7,"Spike protein S1|Synthetic Nanobody #14 (Sb14)|1,2-ETHANEDIOL"
7ENF,RBD,P,O,B|R,False,2021/04/16,2.76,Spike glycoprotein|2-acetamido-2-deoxy-beta-D-glucopyranose-(1-4)-2-acetamido-2-deoxy-beta-D-glucopyranose
7OAN,RBD,G,nan,A|B,True,2021/04/19,3.0,Spike glycoprotein
7OAN,RBD,H,nan,B|C,True,2021/04/19,3.0,Spike glycoprotein
7OAO,RBD,FFF,nan,EEE,True,2021/04/19,1.5,Spike protein S1
7OAP,RBD,AAA,nan,EEE,True,2021/04/19,1.901,Spike protein S1
7OAP,RBD,FFF,nan,C|EEE,True,2021/04/19,1.901,CHLORIDE ION|Spike protein S1
7OAN,RBD,F,nan,A|C,True,2021/04/19,3.0,Spike glycoprotein
7OAQ,RBD,FFF,nan,C|EEE,True,2021/04/20,1.55,CHLORIDE ION|Spike protein S1
7OAY,RBD,HHH,nan,GGG,True,2021/04/20,2.34,Spike protein S1
7OAY,RBD,FFF,nan,EEE,True,2021/04/20,2.34,Spike protein S1
7MJH,RBD,D,nan,A,True,2021/04/20,2.66,Spike glycoprotein
7MJH,RBD,E,nan,AU|B|C,True,2021/04/20,2.66,2-acetamido-2-deoxy-beta-D-glucopyranose|Spike glycoprotein
7MJH,RBD,F,nan,A|C,True,2021/04/20,2.66,Spike glycoprotein
7MJI,RBD,E,nan,B,True,2021/04/20,2.81,Spike glycoprotein
7MJJ,RBD,D,E,A,False,2021/04/20,3.32,Spike glycoprotein
7OAQ,RBD,AAA,nan,EEE,True,2021/04/20,1.55,Spike protein S1
7MJJ,RBD,F,G,B,False,2021/04/20,3.32,Spike glycoprotein
7MJK,RBD,F,G,B,False,2021/04/20,2.73,Spike glycoprotein
7MJK,RBD,H,I,C,False,2021/04/20,2.73,Spike glycoprotein
7MJL,RBD,H,L,A,False,2021/04/20,2.95,Spike glycoprotein
7OAY,RBD,DDD,nan,CCC,True,2021/04/20,2.34,Spike protein S1
7OAY,RBD,BBB,nan,AAA,True,2021/04/20,2.34,Spike protein S1
7OAU,RBD,FFF,nan,EEE,True,2021/04/20,1.65,Spike protein S1
7OAU,RBD,BBB,nan,AAA|C,True,2021/04/20,1.65,Spike protein S1|GLYCEROL
7MJK,RBD,D,E,A,False,2021/04/20,2.73,Spike glycoprotein
7OAY,RBD,JJJ,nan,III,True,2021/04/20,2.34,Spike protein S1
7OAY,RBD,LLL,nan,KKK,True,2021/04/20,2.34,Spike protein S1
7MKM,RBD,H,L,A,False,2021/04/24,3.16,Spike protein S1
7MKL,RBD,H,L,A,False,2021/04/24,3.2,Spike glycoprotein
7EPX,RBD,I,M,B,False,2021/04/28,3.0,Spike glycoprotein
7EPX,RBD,H,L,A,False,2021/04/28,3.0,Spike glycoprotein
7MM0,RBD,H,L,A,False,2021/04/29,3.15,Spike glycoprotein
7MMO,RBD,D,E,F,False,2021/04/30,2.427,Spike protein S1
